time,value
2023-09-26T01:12:23.307Z,0
2023-09-26T01:12:24.307Z,0
2023-09-26T01:12:25.308Z,0
2023-09-26T01:12:26.307Z,0
2023-09-26T01:12:27.308Z,0
2023-09-26T01:12:28.307Z,0
2023-09-26T01:12:29.313Z,0
2023-09-26T01:12:30.308Z,0
2023-09-26T01:12:31.314Z,0
2023-09-26T01:12:32.307Z,0
2023-09-26T01:12:33.311Z,0
2023-09-26T01:12:34.306Z,0
2023-09-26T01:12:35.307Z,0
2023-09-26T01:12:36.308Z,0
2023-09-26T01:12:37.308Z,0
2023-09-26T01:12:38.307Z,0
2023-09-26T01:12:39.308Z,0
2023-09-26T01:12:40.307Z,0
2023-09-26T01:12:41.308Z,0
2023-09-26T01:12:42.307Z,0
2023-09-26T01:12:43.308Z,0
2023-09-26T01:12:44.313Z,0
2023-09-26T01:12:45.313Z,0
2023-09-26T01:12:46.315Z,0
2023-09-26T01:12:47.308Z,0
2023-09-26T01:12:48.311Z,0
2023-09-26T01:12:49.308Z,0
2023-09-26T01:12:50.311Z,0
2023-09-26T01:12:51.308Z,0
2023-09-26T01:12:52.309Z,0
2023-09-26T01:12:53.308Z,0
2023-09-26T01:12:54.308Z,0
2023-09-26T01:12:55.31Z,0
2023-09-26T01:12:56.308Z,0
2023-09-26T01:12:57.311Z,0
2023-09-26T01:12:58.309Z,0
2023-09-26T01:12:59.316Z,0
2023-09-26T01:13:00.309Z,0
2023-09-26T01:13:01.311Z,0
2023-09-26T01:13:02.308Z,0
2023-09-26T01:13:03.311Z,0
2023-09-26T01:13:04.309Z,0
2023-09-26T01:13:05.311Z,0
2023-09-26T01:13:06.307Z,0
2023-09-26T01:13:07.311Z,0
2023-09-26T01:13:08.31Z,0
2023-09-26T01:13:09.31Z,0
2023-09-26T01:13:10.308Z,0
2023-09-26T01:13:11.308Z,0
2023-09-26T01:13:12.307Z,0
2023-09-26T01:13:13.307Z,0
2023-09-26T01:13:14.308Z,0
2023-09-26T01:13:15.311Z,0
2023-09-26T01:13:16.314Z,0
2023-09-26T01:13:17.31Z,0
2023-09-26T01:13:18.311Z,0
2023-09-26T01:13:19.31Z,0
2023-09-26T01:13:20.316Z,0
2023-09-26T01:13:21.309Z,0
2023-09-26T01:13:22.311Z,0
2023-09-26T01:13:23.315Z,0
2023-09-26T01:13:24.309Z,0
2023-09-26T01:13:25.314Z,0
2023-09-26T01:13:26.31Z,0
2023-09-26T01:13:27.309Z,0
2023-09-26T01:13:28.311Z,0
2023-09-26T01:13:29.31Z,0
2023-09-26T01:13:30.309Z,0
2023-09-26T01:13:31.314Z,0
2023-09-26T01:13:32.31Z,0
2023-09-26T01:13:33.31Z,0
2023-09-26T01:13:34.308Z,0
2023-09-26T01:13:35.313Z,0
2023-09-26T01:13:36.31Z,0
2023-09-26T01:13:37.312Z,0
2023-09-26T01:13:38.309Z,0
2023-09-26T01:13:39.31Z,0
2023-09-26T01:13:40.309Z,0
2023-09-26T01:13:41.311Z,0
2023-09-26T01:13:42.31Z,0
2023-09-26T01:13:43.309Z,0
2023-09-26T01:13:44.309Z,0
2023-09-26T01:13:45.311Z,0
2023-09-26T01:13:46.317Z,0
2023-09-26T01:13:47.311Z,0
2023-09-26T01:13:48.314Z,0
2023-09-26T01:13:49.31Z,0
2023-09-26T01:13:50.318Z,0
2023-09-26T01:13:51.31Z,0
2023-09-26T01:13:52.316Z,0
2023-09-26T01:13:53.311Z,0
2023-09-26T01:13:54.311Z,0
2023-09-26T01:13:55.311Z,0
2023-09-26T01:13:56.312Z,0
2023-09-26T01:13:57.335Z,0
2023-09-26T01:13:58.313Z,0
2023-09-26T01:13:59.313Z,0
2023-09-26T01:14:00.313Z,0
2023-09-26T01:14:01.311Z,0
2023-09-26T01:14:02.312Z,0
2023-09-26T01:14:03.316Z,0
2023-09-26T01:14:04.313Z,0
2023-09-26T01:14:05.311Z,0
2023-09-26T01:14:06.311Z,0
2023-09-26T01:14:07.315Z,0
2023-09-26T01:14:08.31Z,0
2023-09-26T01:14:09.322Z,0
2023-09-26T01:14:10.311Z,0
2023-09-26T01:14:11.311Z,0
2023-09-26T01:14:12.311Z,0
2023-09-26T01:14:13.317Z,0
2023-09-26T01:14:14.31Z,0
2023-09-26T01:14:15.31Z,0
2023-09-26T01:14:16.321Z,0
2023-09-26T01:14:17.31Z,0
2023-09-26T01:14:18.31Z,0
2023-09-26T01:14:19.311Z,0
2023-09-26T01:14:20.315Z,0
2023-09-26T01:14:21.31Z,0
2023-09-26T01:14:22.317Z,0
2023-09-26T01:14:23.311Z,0
2023-09-26T01:14:24.314Z,0
2023-09-26T01:14:25.311Z,0
2023-09-26T01:14:26.311Z,0
2023-09-26T01:14:27.31Z,0
2023-09-26T01:14:28.313Z,0
2023-09-26T01:14:29.313Z,0
2023-09-26T01:14:30.316Z,0
2023-09-26T01:14:31.311Z,0
2023-09-26T01:14:32.312Z,0
2023-09-26T01:14:33.319Z,0
2023-09-26T01:14:34.311Z,0
2023-09-26T01:14:35.315Z,0
2023-09-26T01:14:36.312Z,0
2023-09-26T01:14:37.314Z,0
2023-09-26T01:14:38.312Z,0
2023-09-26T01:14:39.317Z,0
2023-09-26T01:14:40.313Z,0
2023-09-26T01:14:41.317Z,0
2023-09-26T01:14:42.312Z,0
2023-09-26T01:14:43.313Z,0
2023-09-26T01:14:44.312Z,0
2023-09-26T01:14:45.313Z,0
2023-09-26T01:14:46.315Z,0
2023-09-26T01:14:47.312Z,0
2023-09-26T01:14:48.321Z,0
2023-09-26T01:14:49.311Z,0
2023-09-26T01:14:50.318Z,0
2023-09-26T01:14:51.312Z,0
2023-09-26T01:14:52.314Z,0
2023-09-26T01:14:53.314Z,0
2023-09-26T01:14:54.319Z,0
2023-09-26T01:14:55.314Z,0
2023-09-26T01:14:56.315Z,0
2023-09-26T01:14:57.313Z,0
2023-09-26T01:14:58.313Z,0
2023-09-26T01:14:59.315Z,0
2023-09-26T01:15:00.312Z,0
2023-09-26T01:15:01.312Z,0
2023-09-26T01:15:02.311Z,0
2023-09-26T01:15:03.313Z,0
2023-09-26T01:15:04.311Z,0
2023-09-26T01:15:05.318Z,0
2023-09-26T01:15:06.313Z,0
2023-09-26T01:15:07.322Z,0
2023-09-26T01:15:08.314Z,0
2023-09-26T01:15:09.314Z,0
2023-09-26T01:15:10.314Z,0
2023-09-26T01:15:11.318Z,0
2023-09-26T01:15:12.315Z,0
2023-09-26T01:15:13.314Z,0
2023-09-26T01:15:14.315Z,0
2023-09-26T01:15:15.354Z,0
2023-09-26T01:15:16.313Z,0
2023-09-26T01:15:17.313Z,0
2023-09-26T01:15:18.314Z,0
2023-09-26T01:15:19.317Z,0
2023-09-26T01:15:20.316Z,0
2023-09-26T01:15:21.314Z,0
2023-09-26T01:15:22.315Z,0
2023-09-26T01:15:23.337Z,0
2023-09-26T01:15:24.324Z,0
2023-09-26T01:15:25.315Z,0
2023-09-26T01:15:26.315Z,0
2023-09-26T01:15:27.315Z,0
2023-09-26T01:15:28.314Z,0
2023-09-26T01:15:29.316Z,0
2023-09-26T01:15:30.314Z,0
2023-09-26T01:15:31.314Z,0
2023-09-26T01:15:32.314Z,0
2023-09-26T01:15:33.316Z,0
2023-09-26T01:15:34.314Z,0
2023-09-26T01:15:35.319Z,0
2023-09-26T01:15:36.315Z,0
2023-09-26T01:15:37.315Z,0
2023-09-26T01:15:38.315Z,0
2023-09-26T01:15:39.317Z,0
2023-09-26T01:15:40.315Z,0
2023-09-26T01:15:41.316Z,0
2023-09-26T01:15:42.316Z,0
2023-09-26T01:15:43.317Z,0
2023-09-26T01:15:44.315Z,0
2023-09-26T01:15:45.316Z,0
2023-09-26T01:15:46.315Z,0
2023-09-26T01:15:47.315Z,0
2023-09-26T01:15:48.314Z,0
2023-09-26T01:15:49.315Z,0
2023-09-26T01:15:50.315Z,0
2023-09-26T01:15:51.315Z,0
2023-09-26T01:15:52.316Z,0
2023-09-26T01:15:53.316Z,0
2023-09-26T01:15:54.317Z,0
2023-09-26T01:15:55.315Z,0
2023-09-26T01:15:56.315Z,0
2023-09-26T01:15:57.316Z,0
2023-09-26T01:15:58.319Z,0
2023-09-26T01:15:59.316Z,0
2023-09-26T01:16:00.315Z,0
2023-09-26T01:16:01.316Z,0
2023-09-26T01:16:02.325Z,0
2023-09-26T01:16:03.315Z,0
2023-09-26T01:16:04.315Z,0
2023-09-26T01:16:05.315Z,0
2023-09-26T01:16:06.318Z,0
2023-09-26T01:16:07.317Z,0
2023-09-26T01:16:08.316Z,0
2023-09-26T01:16:09.319Z,0
2023-09-26T01:16:10.321Z,0
2023-09-26T01:16:11.319Z,0
2023-09-26T01:16:12.316Z,0
2023-09-26T01:16:13.319Z,0
2023-09-26T01:16:14.316Z,0
2023-09-26T01:16:15.318Z,0
2023-09-26T01:16:16.315Z,0
2023-09-26T01:16:17.316Z,0
2023-09-26T01:16:18.317Z,0
2023-09-26T01:16:19.316Z,0
2023-09-26T01:16:20.318Z,0
2023-09-26T01:16:21.317Z,0
2023-09-26T01:16:22.32Z,0
2023-09-26T01:16:23.316Z,0
2023-09-26T01:16:24.324Z,0
2023-09-26T01:16:25.319Z,0
2023-09-26T01:16:26.318Z,0
2023-09-26T01:16:27.317Z,0
2023-09-26T01:16:28.318Z,0
2023-09-26T01:16:29.319Z,0
2023-09-26T01:16:30.32Z,0
2023-09-26T01:16:31.316Z,0
2023-09-26T01:16:32.322Z,0
2023-09-26T01:16:33.316Z,0
2023-09-26T01:16:34.317Z,0
2023-09-26T01:16:35.317Z,0
2023-09-26T01:16:36.316Z,0
2023-09-26T01:16:37.316Z,0
2023-09-26T01:16:38.316Z,0
2023-09-26T01:16:39.323Z,0
2023-09-26T01:16:40.317Z,0
2023-09-26T01:16:41.319Z,0
2023-09-26T01:16:42.317Z,0
2023-09-26T01:16:43.317Z,0
2023-09-26T01:16:44.317Z,0
2023-09-26T01:16:45.322Z,0
2023-09-26T01:16:46.317Z,0
2023-09-26T01:16:47.317Z,0
2023-09-26T01:16:48.316Z,0
2023-09-26T01:16:49.317Z,0
2023-09-26T01:16:50.317Z,0
2023-09-26T01:16:51.317Z,0
2023-09-26T01:16:52.318Z,0
2023-09-26T01:16:53.317Z,0
2023-09-26T01:16:54.317Z,0
2023-09-26T01:16:55.317Z,0
2023-09-26T01:16:56.322Z,0
2023-09-26T01:16:57.316Z,0
2023-09-26T01:16:58.328Z,0
2023-09-26T01:16:59.317Z,0
2023-09-26T01:17:00.328Z,0
2023-09-26T01:17:01.318Z,0
2023-09-26T01:17:02.321Z,0
2023-09-26T01:17:03.317Z,0
2023-09-26T01:17:04.318Z,0
2023-09-26T01:17:05.317Z,0
2023-09-26T01:17:06.318Z,0
2023-09-26T01:17:07.318Z,0
2023-09-26T01:17:08.317Z,0
2023-09-26T01:17:09.333Z,0
2023-09-26T01:17:10.318Z,0
2023-09-26T01:17:11.322Z,0
2023-09-26T01:17:12.317Z,0
2023-09-26T01:17:13.321Z,0
2023-09-26T01:17:14.32Z,0
2023-09-26T01:17:15.325Z,0
2023-09-26T01:17:16.318Z,0
2023-09-26T01:17:17.324Z,0
2023-09-26T01:17:18.318Z,0
2023-09-26T01:17:19.319Z,0
2023-09-26T01:17:20.319Z,0
2023-09-26T01:17:21.318Z,0
2023-09-26T01:17:22.318Z,0
2023-09-26T01:17:23.318Z,0
2023-09-26T01:17:24.319Z,0
2023-09-26T01:17:25.318Z,0
2023-09-26T01:17:26.324Z,0
2023-09-26T01:17:27.319Z,0
2023-09-26T01:17:28.319Z,0
2023-09-26T01:17:29.322Z,0
2023-09-26T01:17:30.319Z,0
2023-09-26T01:17:31.32Z,0
2023-09-26T01:17:32.326Z,0
2023-09-26T01:17:33.318Z,0
2023-09-26T01:17:34.325Z,0
2023-09-26T01:17:35.318Z,0
2023-09-26T01:17:36.319Z,0
2023-09-26T01:17:37.319Z,0
2023-09-26T01:17:38.318Z,0
2023-09-26T01:17:39.319Z,0
2023-09-26T01:17:40.319Z,0
2023-09-26T01:17:41.319Z,0
2023-09-26T01:17:42.32Z,0
2023-09-26T01:17:43.322Z,0
2023-09-26T01:17:44.321Z,0
2023-09-26T01:17:45.321Z,0
2023-09-26T01:17:46.322Z,0
2023-09-26T01:17:47.326Z,0
2023-09-26T01:17:48.32Z,0
2023-09-26T01:17:49.323Z,0
2023-09-26T01:17:50.32Z,0
2023-09-26T01:17:51.322Z,0
2023-09-26T01:17:52.319Z,0
2023-09-26T01:17:53.32Z,0
2023-09-26T01:17:54.321Z,0
2023-09-26T01:17:55.319Z,0
2023-09-26T01:17:56.328Z,0
2023-09-26T01:17:57.32Z,0
2023-09-26T01:17:58.323Z,0
2023-09-26T01:17:59.32Z,0
2023-09-26T01:18:00.322Z,0
2023-09-26T01:18:01.326Z,0
2023-09-26T01:18:02.322Z,0
2023-09-26T01:18:03.32Z,0
2023-09-26T01:18:04.323Z,0
2023-09-26T01:18:05.32Z,0
2023-09-26T01:18:06.322Z,0
2023-09-26T01:18:07.319Z,0
2023-09-26T01:18:08.32Z,0
2023-09-26T01:18:09.32Z,0
2023-09-26T01:18:10.323Z,0
2023-09-26T01:18:11.319Z,0
2023-09-26T01:18:12.32Z,0
2023-09-26T01:18:13.327Z,0
2023-09-26T01:18:14.321Z,0
2023-09-26T01:18:15.325Z,0
2023-09-26T01:18:16.322Z,0
2023-09-26T01:18:17.321Z,0
2023-09-26T01:18:18.322Z,0
2023-09-26T01:18:19.33Z,0
2023-09-26T01:18:20.324Z,0
2023-09-26T01:18:21.322Z,0
2023-09-26T01:18:22.323Z,0
2023-09-26T01:18:23.322Z,0
2023-09-26T01:18:24.322Z,0
2023-09-26T01:18:25.322Z,0
2023-09-26T01:18:26.333Z,0
2023-09-26T01:18:27.322Z,0
2023-09-26T01:18:28.329Z,0
2023-09-26T01:18:29.322Z,0
2023-09-26T01:18:30.326Z,0
2023-09-26T01:18:31.323Z,0
2023-09-26T01:18:32.337Z,0
2023-09-26T01:18:33.322Z,0
2023-09-26T01:18:34.328Z,0
2023-09-26T01:18:35.322Z,0
2023-09-26T01:18:36.327Z,0
2023-09-26T01:18:37.323Z,0
2023-09-26T01:18:38.326Z,0
2023-09-26T01:18:39.323Z,0
2023-09-26T01:18:40.323Z,0
2023-09-26T01:18:41.324Z,0
2023-09-26T01:18:42.324Z,0
2023-09-26T01:18:43.326Z,0
2023-09-26T01:18:44.322Z,0
2023-09-26T01:18:45.325Z,0
2023-09-26T01:18:46.326Z,0
2023-09-26T01:18:47.324Z,0
2023-09-26T01:18:48.324Z,0
2023-09-26T01:18:49.333Z,0
2023-09-26T01:18:50.323Z,0
2023-09-26T01:18:51.326Z,0
2023-09-26T01:18:52.324Z,0
2023-09-26T01:18:53.325Z,0
2023-09-26T01:18:54.323Z,0
2023-09-26T01:18:55.323Z,0
2023-09-26T01:18:56.323Z,0
2023-09-26T01:18:57.323Z,0
2023-09-26T01:18:58.324Z,0
2023-09-26T01:18:59.324Z,0
2023-09-26T01:19:00.324Z,0
2023-09-26T01:19:01.324Z,0
2023-09-26T01:19:02.326Z,0
2023-09-26T01:19:03.322Z,0
2023-09-26T01:19:04.325Z,0
2023-09-26T01:19:05.324Z,0
2023-09-26T01:19:06.331Z,0
2023-09-26T01:19:07.324Z,0
2023-09-26T01:19:08.325Z,0
2023-09-26T01:19:09.324Z,0
2023-09-26T01:19:10.324Z,0
2023-09-26T01:19:11.324Z,0
2023-09-26T01:19:12.324Z,0
2023-09-26T01:19:13.334Z,0
2023-09-26T01:19:14.323Z,0
2023-09-26T01:19:15.325Z,0
2023-09-26T01:19:16.324Z,0
2023-09-26T01:19:17.329Z,0
2023-09-26T01:19:18.327Z,0
2023-09-26T01:19:19.326Z,0
2023-09-26T01:19:20.324Z,0
2023-09-26T01:19:21.33Z,0
2023-09-26T01:19:22.326Z,0
2023-09-26T01:19:23.329Z,0
2023-09-26T01:19:24.325Z,0
2023-09-26T01:19:25.325Z,0
2023-09-26T01:19:26.324Z,0
2023-09-26T01:19:27.325Z,0
2023-09-26T01:19:28.326Z,0
2023-09-26T01:19:29.349Z,0
2023-09-26T01:19:30.325Z,0
2023-09-26T01:19:31.324Z,0
2023-09-26T01:19:32.333Z,0
2023-09-26T01:19:33.326Z,0
2023-09-26T01:19:34.326Z,0
2023-09-26T01:19:35.325Z,0
2023-09-26T01:19:36.328Z,0
2023-09-26T01:19:37.324Z,0
2023-09-26T01:19:38.328Z,0
2023-09-26T01:19:39.325Z,0
2023-09-26T01:19:40.328Z,0
2023-09-26T01:19:41.325Z,0
2023-09-26T01:19:42.329Z,0
2023-09-26T01:19:43.328Z,0
2023-09-26T01:19:44.325Z,0
2023-09-26T01:19:45.326Z,0
2023-09-26T01:19:46.326Z,0
2023-09-26T01:19:47.326Z,0
2023-09-26T01:19:48.325Z,0
2023-09-26T01:19:49.331Z,0
2023-09-26T01:19:50.328Z,0
2023-09-26T01:19:51.325Z,0
2023-09-26T01:19:52.324Z,0
2023-09-26T01:19:53.334Z,0
2023-09-26T01:19:54.325Z,0
2023-09-26T01:19:55.329Z,0
2023-09-26T01:19:56.325Z,0
2023-09-26T01:19:57.326Z,0
2023-09-26T01:19:58.327Z,0
2023-09-26T01:19:59.325Z,0
2023-09-26T01:20:00.324Z,0
2023-09-26T01:20:01.326Z,0
2023-09-26T01:20:02.325Z,0
2023-09-26T01:20:03.325Z,0
2023-09-26T01:20:04.329Z,0
2023-09-26T01:20:05.325Z,0
2023-09-26T01:20:06.329Z,0
2023-09-26T01:20:07.326Z,0
2023-09-26T01:20:08.335Z,0
2023-09-26T01:20:09.4Z,0
2023-09-26T01:20:10.332Z,0
2023-09-26T01:20:11.328Z,0
2023-09-26T01:20:12.333Z,0
2023-09-26T01:20:13.326Z,0
2023-09-26T01:20:14.326Z,0
2023-09-26T01:20:15.326Z,0
2023-09-26T01:20:16.329Z,0
2023-09-26T01:20:17.336Z,0
2023-09-26T01:20:18.327Z,0
2023-09-26T01:20:19.333Z,0
2023-09-26T01:20:20.329Z,0
2023-09-26T01:20:21.329Z,0
2023-09-26T01:20:22.325Z,0
2023-09-26T01:20:23.331Z,0
2023-09-26T01:20:24.326Z,0
2023-09-26T01:20:25.335Z,0
2023-09-26T01:20:26.326Z,0
2023-09-26T01:20:27.333Z,0
2023-09-26T01:20:28.327Z,0
2023-09-26T01:20:29.348Z,0
2023-09-26T01:20:30.329Z,0
2023-09-26T01:20:31.327Z,0
2023-09-26T01:20:32.328Z,0
2023-09-26T01:20:33.329Z,0
2023-09-26T01:20:34.328Z,0
2023-09-26T01:20:35.326Z,0
2023-09-26T01:20:36.329Z,0
2023-09-26T01:20:37.327Z,0
2023-09-26T01:20:38.328Z,0
2023-09-26T01:20:39.328Z,0
2023-09-26T01:20:40.34Z,0
2023-09-26T01:20:41.325Z,0
2023-09-26T01:20:42.33Z,0
2023-09-26T01:20:43.326Z,0
2023-09-26T01:20:44.328Z,0
2023-09-26T01:20:45.328Z,0
2023-09-26T01:20:46.327Z,0
2023-09-26T01:20:47.328Z,0
2023-09-26T01:20:48.326Z,0
2023-09-26T01:20:49.326Z,0
2023-09-26T01:20:50.327Z,0
2023-09-26T01:20:51.329Z,0
2023-09-26T01:20:52.327Z,0
2023-09-26T01:20:53.333Z,0
2023-09-26T01:20:54.327Z,0
2023-09-26T01:20:55.33Z,0
2023-09-26T01:20:56.329Z,0
2023-09-26T01:20:57.329Z,0
2023-09-26T01:20:58.328Z,0
2023-09-26T01:20:59.329Z,0
2023-09-26T01:21:00.329Z,0
2023-09-26T01:21:01.333Z,0
2023-09-26T01:21:02.331Z,0
2023-09-26T01:21:03.33Z,0
2023-09-26T01:21:04.333Z,0
2023-09-26T01:21:05.329Z,0
2023-09-26T01:21:06.338Z,0
2023-09-26T01:21:07.365Z,0
2023-09-26T01:21:08.682Z,0
2023-09-26T01:21:09.48Z,0
2023-09-26T01:21:10.481Z,0
2023-09-26T01:21:11.48Z,0
2023-09-26T01:21:12.48Z,0
2023-09-26T01:21:13.48Z,0
2023-09-26T01:21:14.485Z,0
2023-09-26T01:21:15.48Z,0
2023-09-26T01:21:16.481Z,0
2023-09-26T01:21:17.48Z,0
2023-09-26T01:21:18.481Z,0
2023-09-26T01:21:19.48Z,0
2023-09-26T01:21:20.48Z,0
2023-09-26T01:21:21.48Z,0
2023-09-26T01:21:22.48Z,0
2023-09-26T01:21:23.482Z,0
2023-09-26T01:21:24.48Z,0
2023-09-26T01:21:25.482Z,0
2023-09-26T01:21:26.48Z,0
2023-09-26T01:21:27.48Z,0
2023-09-26T01:21:28.481Z,0
2023-09-26T01:21:29.481Z,0
2023-09-26T01:21:30.48Z,0
2023-09-26T01:21:31.481Z,0
2023-09-26T01:21:32.481Z,0
2023-09-26T01:21:33.481Z,0
2023-09-26T01:21:34.481Z,0
2023-09-26T01:21:35.48Z,0
2023-09-26T01:21:36.486Z,0
2023-09-26T01:21:37.481Z,0
2023-09-26T01:21:38.488Z,0
2023-09-26T01:21:39.483Z,0
2023-09-26T01:21:40.485Z,0
2023-09-26T01:21:41.484Z,0
2023-09-26T01:21:42.486Z,0
2023-09-26T01:21:43.484Z,0
2023-09-26T01:21:44.49Z,0
2023-09-26T01:21:45.484Z,0
2023-09-26T01:21:46.486Z,0
2023-09-26T01:21:47.484Z,0
2023-09-26T01:21:48.485Z,0
2023-09-26T01:21:49.484Z,0
2023-09-26T01:21:50.485Z,0
2023-09-26T01:21:51.484Z,0
2023-09-26T01:21:52.484Z,0
2023-09-26T01:21:53.485Z,0
2023-09-26T01:21:54.484Z,0
2023-09-26T01:21:55.487Z,0
2023-09-26T01:21:56.485Z,0
2023-09-26T01:21:57.486Z,0
2023-09-26T01:21:58.485Z,0
2023-09-26T01:21:59.487Z,0
2023-09-26T01:22:00.484Z,0
2023-09-26T01:22:01.487Z,0
2023-09-26T01:22:02.484Z,0
2023-09-26T01:22:03.5Z,0
2023-09-26T01:22:04.485Z,0
2023-09-26T01:22:05.484Z,0
2023-09-26T01:22:06.49Z,0
2023-09-26T01:22:07.485Z,0
2023-09-26T01:22:08.493Z,0
2023-09-26T01:22:09.485Z,0
2023-09-26T01:22:10.487Z,0
2023-09-26T01:22:11.487Z,0
2023-09-26T01:22:12.488Z,0
2023-09-26T01:22:13.485Z,0
2023-09-26T01:22:14.486Z,0
2023-09-26T01:22:15.485Z,0
2023-09-26T01:22:16.487Z,0
2023-09-26T01:22:17.485Z,0
2023-09-26T01:22:18.485Z,0
2023-09-26T01:22:19.485Z,0
2023-09-26T01:22:20.488Z,0
2023-09-26T01:22:21.486Z,0
2023-09-26T01:22:22.486Z,0
2023-09-26T01:22:23.487Z,0
2023-09-26T01:22:24.485Z,0
2023-09-26T01:22:25.494Z,0
2023-09-26T01:22:26.486Z,0
2023-09-26T01:22:27.486Z,0
2023-09-26T01:22:28.486Z,0
2023-09-26T01:22:29.513Z,0
2023-09-26T01:22:30.491Z,0
2023-09-26T01:22:31.492Z,0
2023-09-26T01:22:32.492Z,0
2023-09-26T01:22:33.493Z,0
2023-09-26T01:22:34.493Z,0
2023-09-26T01:22:35.492Z,0
2023-09-26T01:22:36.495Z,0
2023-09-26T01:22:37.492Z,0
2023-09-26T01:22:38.498Z,0
2023-09-26T01:22:39.492Z,0
2023-09-26T01:22:40.492Z,0
2023-09-26T01:22:41.492Z,0
2023-09-26T01:22:42.496Z,0
2023-09-26T01:22:43.494Z,0
2023-09-26T01:22:44.494Z,0
2023-09-26T01:22:45.492Z,0
2023-09-26T01:22:46.494Z,0
2023-09-26T01:22:47.494Z,0
2023-09-26T01:22:48.492Z,0
2023-09-26T01:22:49.498Z,0
2023-09-26T01:22:50.493Z,0
2023-09-26T01:22:51.502Z,0
2023-09-26T01:22:52.493Z,0
2023-09-26T01:22:53.495Z,0
2023-09-26T01:22:54.492Z,0
2023-09-26T01:22:55.507Z,0
2023-09-26T01:22:56.493Z,0
2023-09-26T01:22:57.517Z,0
2023-09-26T01:22:58.493Z,0
2023-09-26T01:22:59.5Z,0
2023-09-26T01:23:00.496Z,0
2023-09-26T01:23:01.495Z,0
2023-09-26T01:23:02.494Z,0
2023-09-26T01:23:03.494Z,0
2023-09-26T01:23:04.494Z,0
2023-09-26T01:23:05.492Z,0
2023-09-26T01:23:06.497Z,0
2023-09-26T01:23:07.492Z,0
2023-09-26T01:23:08.495Z,0
2023-09-26T01:23:09.493Z,0
2023-09-26T01:23:10.495Z,0
2023-09-26T01:23:11.494Z,0
2023-09-26T01:23:12.494Z,0
2023-09-26T01:23:13.493Z,0
2023-09-26T01:23:14.494Z,0
2023-09-26T01:23:15.493Z,0
2023-09-26T01:23:16.501Z,0
2023-09-26T01:23:17.493Z,0
2023-09-26T01:23:18.494Z,0
2023-09-26T01:23:19.493Z,0
2023-09-26T01:23:20.495Z,0
2023-09-26T01:23:21.493Z,0
2023-09-26T01:23:22.494Z,0
2023-09-26T01:23:23.496Z,0
2023-09-26T01:23:24.494Z,0
2023-09-26T01:23:25.501Z,0
2023-09-26T01:23:26.493Z,0
